group,n_ref,ref_mean,ref_std
"(30.799997, -3.0499878, 8)",5,0.20155051,0.0053049787
"(30.799997, -3.0499878, 10)",5,0.2027551,0.007617045
"(30.799997, -3.0499878, 12)",5,0.20654257,0.0063113184
"(30.799997, -3.0, 1)",4,0.20410009,0.0060459096
"(30.799997, -3.0, 3)",5,0.20077479,0.0049757366
"(30.799997, -3.0, 5)",5,0.20013265,0.0054311487
"(30.799997, -3.0, 7)",5,0.19959025,0.005315451
"(30.799997, -3.0, 8)",5,0.2015636,0.0053633465
"(30.799997, -3.0, 10)",5,0.20263305,0.007641548
"(30.799997, -3.0, 12)",5,0.20665821,0.006658148
"(30.799997, -2.9500122, 1)",4,0.20409343,0.0062589515
"(30.799997, -2.9500122, 3)",5,0.2006679,0.0049130106
"(30.799997, -2.9500122, 5)",5,0.19998905,0.005403042
"(30.799997, -2.9500122, 7)",5,0.1995248,0.005270552
"(30.799997, -2.9500122, 8)",5,0.20148793,0.005326003
"(30.799997, -2.9500122, 10)",5,0.20243971,0.00759707
"(30.799997, -2.9500122, 12)",5,0.20659825,0.006853628
"(30.799997, -2.9000244, 1)",4,0.20395684,0.0062948014
"(30.799997, -2.9000244, 3)",5,0.20059714,0.004894064
"(30.799997, -2.9000244, 5)",5,0.19991836,0.005342526
"(30.799997, -2.9000244, 7)",5,0.19953695,0.0051785037
"(30.799997, -2.9000244, 8)",5,0.20147641,0.005226808
"(30.799997, -2.9000244, 10)",5,0.20231397,0.0074971784
"(30.799997, -2.9000244, 12)",5,0.20644322,0.0068970798
"(30.799997, -2.8499756, 1)",4,0.20382802,0.006273259
"(30.799997, -2.8499756, 3)",5,0.20061004,0.0049543935
"(30.799997, -2.8499756, 5)",5,0.20006028,0.005296568
"(30.799997, -2.8499756, 7)",5,0.19971405,0.005101629
"(30.799997, -2.8499756, 8)",5,0.20162518,0.005136943
"(30.799997, -2.8499756, 10)",5,0.2023445,0.007400802
"(30.799997, -2.8499756, 12)",5,0.20627184,0.006928772
"(30.799997, -2.7999878, 1)",4,0.20397504,0.0063420394
"(30.799997, -2.7999878, 3)",5,0.20080738,0.005011617
"(30.799997, -2.7999878, 5)",5,0.2004811,0.005199388
"(30.799997, -2.7999878, 7)",5,0.20014492,0.0050028935
"(30.799997, -2.7999878, 8)",5,0.20204365,0.0050063543
"(30.799997, -2.7999878, 10)",5,0.20263433,0.007254348
"(30.799997, -2.7999878, 12)",5,0.20633301,0.007040626
"(30.799997, -2.75, 1)",4,0.20461115,0.0066447305
"(30.799997, -2.75, 3)",5,0.20126513,0.004955454
"(30.799997, -2.75, 5)",5,0.20121703,0.00498571
"(30.799997, -2.75, 7)",5,0.20084718,0.004829239
"(30.799997, -2.75, 8)",5,0.20276025,0.0047837724
"(30.799997, -2.75, 10)",5,0.2032135,0.007004213
"(30.799997, -2.75, 12)",5,0.20677948,0.0072839665
"(30.799997, -2.7000122, 1)",4,0.20549,0.007094287
"(30.799997, -2.7000122, 3)",5,0.20185086,0.004879562
"(30.799997, -2.7000122, 5)",5,0.20204094,0.004727422
"(30.799997, -2.7000122, 7)",5,0.20161256,0.0046431017
"(30.799997, -2.7000122, 8)",5,0.2035549,0.004547018
"(30.799997, -2.7000122, 10)",5,0.20386752,0.0067676287
"(30.799997, -2.7000122, 12)",5,0.20735005,0.0076050363
"(30.799997, -2.6500244, 1)",4,0.20617819,0.0073124794
"(30.799997, -2.6500244, 3)",5,0.20235133,0.004778117
"(30.799997, -2.6500244, 5)",5,0.20272446,0.0044486756
"(30.799997, -2.6500244, 7)",5,0.20225234,0.004434119
"(30.799997, -2.6500244, 8)",5,0.20421934,0.004267212
"(30.799997, -2.6500244, 10)",5,0.20439756,0.006529718
"(30.799997, -2.6500244, 12)",5,0.20779109,0.00766573
"(30.799997, -2.5999756, 1)",4,0.20659685,0.007259825
"(30.799997, -2.5999756, 3)",5,0.20266059,0.004722366
"(30.799997, -2.5999756, 5)",5,0.2031451,0.004190028
"(30.799997, -2.5999756, 7)",5,0.20258144,0.004243541
"(30.799997, -2.5999756, 8)",5,0.20458528,0.004004076
"(30.799997, -2.5999756, 10)",5,0.204703,0.006331882
"(30.799997, -2.5999756, 12)",5,0.2080411,0.007508731
"(30.799997, -2.5499878, 1)",4,0.20668048,0.006649524
"(30.799997, -2.5499878, 3)",5,0.20288599,0.0046573626
"(30.799997, -2.5499878, 5)",5,0.20353453,0.003937338
"(30.799997, -2.5499878, 7)",5,0.20285456,0.0039964006
"(30.799997, -2.5499878, 8)",5,0.20489633,0.003678319
"(30.799997, -2.5499878, 10)",5,0.20494273,0.0060543413
"(30.799997, -2.5499878, 12)",5,0.20818381,0.0069506606
"(30.799997, -2.5, 1)",4,0.20675501,0.0057418565
"(30.799997, -2.5, 3)",5,0.20325084,0.0046023107
"(30.799997, -2.5, 5)",5,0.20411086,0.0037168215
"(30.799997, -2.5, 7)",5,0.20330922,0.003702547
"(30.799997, -2.5, 8)",5,0.20537367,0.0033377216
"(30.799997, -2.5, 10)",5,0.20535442,0.0056898566
"(30.799997, -2.5, 12)",5,0.20842187,0.0061731557
"(30.799997, -2.4500122, 1)",4,0.20681539,0.0049404106
"(30.799997, -2.4500122, 3)",5,0.20360419,0.0046505006
"(30.799997, -2.4500122, 5)",5,0.2046593,0.0036489207
"(30.799997, -2.4500122, 7)",5,0.20374486,0.0035337892
"(30.799997, -2.4500122, 8)",5,0.20582421,0.0031620376
"(30.799997, -2.4500122, 10)",5,0.20581815,0.0054097273
"(30.799997, -2.4500122, 12)",5,0.20863554,0.005545156
"(30.799997, -2.4000244, 1)",4,0.2066965,0.004394388
"(30.799997, -2.4000244, 3)",5,0.20372859,0.004808091
"(30.799997, -2.4000244, 5)",5,0.20490494,0.0037352734
"(30.799997, -2.4000244, 7)",5,0.2039011,0.0035529218
"(30.799997, -2.4000244, 8)",5,0.2059937,0.003176974
"(30.799997, -2.4000244, 10)",5,0.20612212,0.0053057675
"(30.799997, -2.4000244, 12)",5,0.20862584,0.0051878695
"(30.799997, -2.3499756, 1)",4,0.20646529,0.0041628825
"(30.799997, -2.3499756, 3)",5,0.20361307,0.00502336
"(30.799997, -2.3499756, 5)",5,0.20480606,0.0038712951
"(30.799997, -2.3499756, 7)",5,0.20374742,0.0036769118
"(30.799997, -2.3499756, 8)",5,0.20586486,0.0032775619
"(30.799997, -2.3499756, 10)",5,0.2062057,0.005334257
"(30.799997, -2.3499756, 12)",5,0.20838156,0.005073623
"(30.799997, -2.2999878, 1)",4,0.20640785,0.0039600716
"(30.799997, -2.2999878, 3)",5,0.20362401,0.0050902725
"(30.799997, -2.2999878, 5)",5,0.20485732,0.003943678
"(30.799997, -2.2999878, 7)",5,0.20381637,0.0037422087
"(30.799997, -2.2999878, 8)",5,0.20594263,0.003288841
"(30.799997, -2.2999878, 10)",5,0.20644633,0.005242
"(30.799997, -2.2999878, 12)",5,0.2083393,0.0049336627
"(30.799997, -2.25, 1)",4,0.20654789,0.0042505166
"(30.799997, -2.25, 3)",5,0.2035064,0.0051083085
"(30.799997, -2.25, 5)",5,0.20470682,0.0039134272
"(30.799997, -2.25, 7)",5,0.20365147,0.0037645847
"(30.799997, -2.25, 8)",5,0.20581713,0.0032815065
"(30.799997, -2.25, 10)",5,0.2064858,0.005200369
"(30.799997, -2.25, 12)",5,0.20837323,0.0052613216
"(30.799997, -2.2000122, 1)",4,0.20683175,0.0047519887
"(30.799997, -2.2000122, 3)",5,0.20338003,0.005043709
"(30.799997, -2.2000122, 5)",5,0.20453358,0.0038275837
"(30.799997, -2.2000122, 7)",5,0.20347035,0.0037454385
"(30.799997, -2.2000122, 8)",5,0.20567635,0.0032510548
"(30.799997, -2.2000122, 10)",5,0.20649004,0.005132938
"(30.799997, -2.2000122, 12)",5,0.2085218,0.005758158
"(30.799997, -2.1500244, 1)",4,0.2069646,0.0051205102
"(30.799997, -2.1500244, 3)",5,0.20319326,0.004879135
"(30.799997, -2.1500244, 5)",5,0.20431475,0.0037102047
"(30.799997, -2.1500244, 7)",5,0.20328462,0.0036492094
"(30.799997, -2.1500244, 8)",5,0.20550737,0.0031540901
"(30.799997, -2.1500244, 10)",5,0.20645204,0.004970219
"(30.799997, -2.1500244, 12)",5,0.20860152,0.0061189155
"(30.799997, -2.0999756, 1)",4,0.2069297,0.0052699954
"(30.799997, -2.0999756, 3)",5,0.20302665,0.0047115507
"(30.799997, -2.0999756, 5)",5,0.20410049,0.003654174
"(30.799997, -2.0999756, 7)",5,0.20310399,0.003568821
"(30.799997, -2.0999756, 8)",5,0.20534548,0.0030802
"(30.799997, -2.0999756, 10)",5,0.20643775,0.004795212
"(30.799997, -2.0999756, 12)",5,0.2085855,0.0063286177
"(30.799997, -2.0499878, 1)",4,0.20665549,0.0051618577
"(30.799997, -2.0499878, 3)",5,0.20288892,0.004635581
"(30.799997, -2.0499878, 5)",5,0.20391905,0.0037145836
"(30.799997, -2.0499878, 7)",5,0.20297273,0.0035981552
"(30.799997, -2.0499878, 8)",5,0.20523119,0.0031016555
"(30.799997, -2.0499878, 10)",5,0.20648828,0.0047028633
"(30.799997, -2.0499878, 12)",5,0.208425,0.0063657355
"(30.799997, -2.0, 1)",4,0.2064484,0.005090506
"(30.799997, -2.0, 3)",5,0.20281193,0.004577775
"(30.799997, -2.0, 5)",5,0.20376027,0.003757124
"(30.799997, -2.0, 7)",5,0.20284668,0.0036488057
"(30.799997, -2.0, 8)",5,0.20511803,0.003195646
"(30.799997, -2.0, 10)",5,0.20656875,0.0046889265
"(30.799997, -2.0, 12)",5,0.2083039,0.006474991
"(30.799997, -1.9500122, 1)",4,0.20652406,0.005230673
"(30.799997, -1.9500122, 3)",5,0.20292696,0.0045330715
"(30.799997, -1.9500122, 5)",5,0.20373568,0.0037470201
"(30.799997, -1.9500122, 7)",5,0.20283163,0.003723492
"(30.799997, -1.9500122, 8)",5,0.20509228,0.0033824872
"(30.799997, -1.9500122, 10)",5,0.20674372,0.0047843587
"(30.799997, -1.9500122, 12)",5,0.20841935,0.0067628887
"(30.799997, -1.9000244, 1)",4,0.08806826,0.008666906
"(30.799997, -1.9000244, 3)",5,0.0825834,0.0035646916
"(30.799997, -1.9000244, 5)",5,0.08247508,0.0074221003
"(30.799997, -1.9000244, 7)",5,0.07764204,0.0044525675
"(30.799997, -1.9000244, 8)",5,0.079823375,0.003647487
"(30.799997, -1.9000244, 10)",5,0.085148565,0.0037736369
"(30.799997, -1.9000244, 12)",5,0.08847583,0.010074607
"(30.799997, -1.8499756, 1)",4,0.08830072,0.009057474
"(30.799997, -1.8499756, 3)",5,0.08258658,0.003779969
"(30.799997, -1.8499756, 5)",5,0.08243025,0.0073441556
"(30.799997, -1.8499756, 7)",5,0.07765347,0.0043947143
"(30.799997, -1.8499756, 8)",5,0.07971525,0.0034386474
"(30.799997, -1.8499756, 10)",5,0.08499948,0.003690653
"(30.799997, -1.8499756, 12)",5,0.08866889,0.0104515515
"(30.799997, -1.7999878, 1)",4,0.08855371,0.009426656
"(30.799997, -1.7999878, 3)",5,0.08255572,0.0040194327
"(30.799997, -1.7999878, 5)",5,0.08235023,0.007294638
"(30.799997, -1.7999878, 7)",5,0.0776638,0.004390518
"(30.799997, -1.7999878, 8)",5,0.07960732,0.0032501945
"(30.799997, -1.7999878, 10)",5,0.08483015,0.0035965312
"(30.799997, -1.7999878, 12)",5,0.08886238,0.010845385
"(30.799997, -1.75, 1)",4,0.088674545,0.009581041
"(30.799997, -1.75, 3)",5,0.08250447,0.004124462
"(30.799997, -1.75, 5)",5,0.082217745,0.007173526
"(30.799997, -1.75, 7)",5,0.07763109,0.0043777805
"(30.799997, -1.75, 8)",5,0.0794891,0.003082932
"(30.799997, -1.75, 10)",5,0.0846027,0.0035877859
"(30.799997, -1.75, 12)",5,0.088869296,0.011125651
"(30.799997, -1.7000122, 1)",4,0.20762551,0.005390858
"(30.799997, -1.7000122, 3)",5,0.20340618,0.0034150488
"(30.799997, -1.7000122, 5)",5,0.20360985,0.0027465646
"(30.799997, -1.7000122, 7)",5,0.20278513,0.0026640943
"(30.799997, -1.7000122, 8)",5,0.20467082,0.003389683
"(30.799997, -1.7000122, 10)",5,0.20647685,0.0043040374
"(30.799997, -1.7000122, 12)",5,0.20921955,0.0073824315
"(30.799997, -1.6500244, 1)",4,0.20648625,0.0047941897
"(30.799997, -1.6500244, 3)",5,0.20243838,0.003449511
"(30.799997, -1.6500244, 5)",5,0.20259058,0.0029442685
"(30.799997, -1.6500244, 7)",5,0.2017998,0.0027359524
"(30.799997, -1.6500244, 8)",5,0.20364895,0.003405389
"(30.799997, -1.6500244, 10)",5,0.20538709,0.0043712044
"(30.799997, -1.6500244, 12)",5,0.20803761,0.0070504653
"(30.799997, -1.5999756, 1)",4,0.20540239,0.0041448707
"(30.799997, -1.5999756, 3)",5,0.20163687,0.0035407052
"(30.799997, -1.5999756, 5)",5,0.20178798,0.0031395599
"(30.799997, -1.5999756, 7)",5,0.20101464,0.002826613
"(30.799997, -1.5999756, 8)",5,0.20283398,0.0034654685
"(30.799997, -1.5999756, 10)",5,0.2045139,0.0044644824
"(30.799997, -1.5999756, 12)",5,0.20698674,0.006698948
"(30.799997, -1.5499878, 1)",4,0.20472874,0.0036960682
"(30.799997, -1.5499878, 3)",5,0.2012105,0.0036376787
"(30.799997, -1.5499878, 5)",5,0.20137537,0.003227035
"(30.799997, -1.5499878, 7)",5,0.20059223,0.00284356
"(30.799997, -1.5499878, 8)",5,0.20237124,0.0034678618
"(30.799997, -1.5499878, 10)",5,0.20400381,0.004469585
"(30.799997, -1.5499878, 12)",5,0.20639446,0.006457154
"(30.799997, -1.5, 1)",4,0.08693665,0.008000385
"(30.799997, -1.5, 3)",5,0.08181157,0.003106879
"(30.799997, -1.5, 5)",5,0.08150446,0.00687726
"(30.799997, -1.5, 7)",5,0.07688139,0.004261602
"(30.799997, -1.5, 8)",5,0.07847558,0.0027580725
"(30.799997, -1.5, 10)",5,0.08312317,0.0032223302
"(30.799997, -1.5, 12)",5,0.08714735,0.010010384
"(30.799997, -1.4500122, 1)",4,0.08719581,0.008194885
"(30.799997, -1.4500122, 3)",5,0.08222964,0.0031398754
"(30.799997, -1.4500122, 5)",5,0.08189341,0.0069284867
"(30.799997, -1.4500122, 7)",5,0.07710303,0.0042407443
"(30.799997, -1.4500122, 8)",5,0.07865618,0.0027250783
"(30.799997, -1.4500122, 10)",5,0.083135426,0.0030913
"(30.799997, -1.4500122, 12)",5,0.087397166,0.010136193
"(30.799997, -1.4000244, 1)",4,0.08770736,0.008557532
"(30.799997, -1.4000244, 3)",5,0.08281152,0.0033164755
"(30.799997, -1.4000244, 5)",5,0.082432434,0.006960922
"(30.799997, -1.4000244, 7)",5,0.077424094,0.0042076055
"(30.799997, -1.4000244, 8)",5,0.078930356,0.0026925644
"(30.799997, -1.4000244, 10)",5,0.08326636,0.0030343332
"(30.799997, -1.4000244, 12)",5,0.087818265,0.010430174
"(30.799997, -1.3499756, 1)",4,0.08830485,0.008836968
"(30.799997, -1.3499756, 3)",5,0.08340593,0.0035093543
"(30.799997, -1.3499756, 5)",5,0.08298625,0.0069003347
"(30.799997, -1.3499756, 7)",5,0.07774273,0.0041659996
"(30.799997, -1.3499756, 8)",5,0.079190515,0.0026708725
"(30.799997, -1.3499756, 10)",5,0.08341779,0.0030351402
"(30.799997, -1.3499756, 12)",5,0.088255234,0.0107148215
"(30.799997, -1.2999878, 1)",4,0.20591868,0.0043503074
"(30.799997, -1.2999878, 3)",5,0.20191076,0.0040308265
"(30.799997, -1.2999878, 5)",5,0.20160656,0.0026239275
"(30.799997, -1.2999878, 7)",5,0.20046806,0.0020055762
"(30.799997, -1.2999878, 8)",5,0.20217872,0.0025761677
"(30.799997, -1.2999878, 10)",5,0.203558,0.0036754508
"(30.799997, -1.2999878, 12)",5,0.2072762,0.006678047
"(30.799997, -1.25, 1)",4,0.088934466,0.008795362
"(30.799997, -1.25, 3)",5,0.08421255,0.0036781542
"(30.799997, -1.25, 5)",5,0.08385619,0.0066598877
"(30.799997, -1.25, 7)",5,0.07819493,0.004046768
"(30.799997, -1.25, 8)",5,0.07953978,0.0025930167
"(30.799997, -1.25, 10)",5,0.08352564,0.0030639528
"(30.799997, -1.25, 12)",5,0.088674866,0.010842716
"(30.799997, -1.2000122, 1)",4,0.08884435,0.008582962
"(30.799997, -1.2000122, 3)",5,0.08434513,0.003898919
"(30.799997, -1.2000122, 5)",5,0.08408715,0.006566593
"(30.799997, -1.2000122, 7)",5,0.078293756,0.003959001
"(30.799997, -1.2000122, 8)",5,0.07963743,0.0024710395
"(30.799997, -1.2000122, 10)",5,0.08349155,0.0031188435
"(30.799997, -1.2000122, 12)",5,0.088622496,0.010743658
"(30.799997, -1.1500244, 1)",4,0.08845418,0.008380812
"(30.799997, -1.1500244, 3)",5,0.08434859,0.0043574017
"(30.799997, -1.1500244, 5)",5,0.08420425,0.006521559
"(30.799997, -1.1500244, 7)",5,0.07832117,0.0038708285
"(30.799997, -1.1500244, 8)",5,0.07969387,0.0022516465
"(30.799997, -1.1500244, 10)",5,0.0834405,0.0032299154
"(30.799997, -1.1500244, 12)",5,0.08842182,0.010648796
"(30.799997, -1.0999756, 1)",4,0.08798552,0.008110764
"(30.799997, -1.0999756, 3)",5,0.08438774,0.004902734
"(30.799997, -1.0999756, 5)",5,0.08429861,0.006457676
"(30.799997, -1.0999756, 7)",5,0.078326076,0.003785403
"(30.799997, -1.0999756, 8)",5,0.079712585,0.0020547088
"(30.799997, -1.0999756, 10)",5,0.083413586,0.0033187438
"(30.799997, -1.0999756, 12)",5,0.08820983,0.010522523
"(30.799997, -1.0499878, 1)",4,0.20154512,0.0022992329
"(30.799997, -1.0499878, 3)",5,0.19867751,0.004927269
"(30.799997, -1.0499878, 5)",5,0.19829445,0.0029418669
"(30.799997, -1.0499878, 7)",5,0.19706409,0.0019710667
"(30.799997, -1.0499878, 8)",5,0.19878855,0.0025111553
"(30.799997, -1.0499878, 10)",5,0.20006804,0.003331749
"(30.799997, -1.0499878, 12)",5,0.20372188,0.0056111002
"(30.799997, -1.0, 1)",4,0.20155431,0.0020642653
"(30.799997, -1.0, 3)",5,0.1988481,0.0053739743
"(30.799997, -1.0, 5)",5,0.19840023,0.0030877977
"(30.799997, -1.0, 7)",5,0.19713563,0.0021032249
"(30.799997, -1.0, 8)",5,0.19881076,0.0025532416
"(30.799997, -1.0, 10)",5,0.20008525,0.0034145087
"(30.799997, -1.0, 12)",5,0.20387164,0.005398414
"(30.8, -9.799988, 1)",1,0.20797949,0.0
"(30.8, -9.799988, 2)",5,0.22908664,0.02007192
"(30.8, -9.799988, 4)",5,0.215938,0.0072144354
"(30.8, -9.799988, 6)",5,0.20492275,0.007452093
"(30.8, -9.799988, 9)",5,0.20010099,0.0061010006
"(30.8, -9.799988, 11)",5,0.21804309,0.020274837
"(30.8, -9.75, 1)",1,0.20775992,0.0
"(30.8, -9.75, 2)",5,0.22867326,0.019946596
"(30.8, -9.75, 4)",5,0.21547921,0.0071630497
"(30.8, -9.75, 6)",5,0.2044179,0.007401433
"(30.8, -9.75, 9)",5,0.19974679,0.006134351
"(30.8, -9.75, 11)",5,0.21772596,0.019963462
"(30.8, -9.700012, 1)",1,0.22431967,0.0
"(30.8, -9.700012, 2)",5,0.2441709,0.0206849
"(30.8, -9.700012, 4)",5,0.22991502,0.008206324
"(30.8, -9.700012, 6)",5,0.22101724,0.009093702
"(30.8, -9.700012, 9)",5,0.22102325,0.00831234
"(30.8, -9.700012, 11)",5,0.2377784,0.017334547
"(30.8, -9.650024, 1)",1,0.13418414,0.0
"(30.8, -9.650024, 2)",5,0.17626764,0.03950298
"(30.8, -9.650024, 4)",5,0.16641393,0.019619241
"(30.8, -9.650024, 6)",5,0.13806319,0.01916431
"(30.8, -9.650024, 9)",5,0.11822567,0.020047335
"(30.8, -9.650024, 11)",5,0.1408672,0.037902627
"(30.8, -9.599976, 1)",1,0.22400856,0.0
"(30.8, -9.599976, 2)",5,0.24206957,0.020803675
"(30.8, -9.599976, 4)",5,0.22832274,0.008259697
"(30.8, -9.599976, 6)",5,0.22019348,0.009066353
"(30.8, -9.599976, 9)",5,0.22052784,0.008585751
"(30.8, -9.599976, 11)",5,0.23652239,0.016563663
"(30.8, -9.549988, 1)",1,0.22405669,0.0
"(30.8, -9.549988, 2)",5,0.24110083,0.020841457
"(30.8, -9.549988, 4)",5,0.22765625,0.008079083
"(30.8, -9.549988, 6)",5,0.2198875,0.008946691
"(30.8, -9.549988, 9)",5,0.22035925,0.00856529
"(30.8, -9.549988, 11)",5,0.23600969,0.01619131
"(30.8, -9.5, 1)",1,0.13920139,0.0
"(30.8, -9.5, 2)",5,0.17816758,0.041644443
"(30.8, -9.5, 4)",5,0.16673414,0.01985842
"(30.8, -9.5, 6)",5,0.14090963,0.01876961
"(30.8, -9.5, 9)",5,0.12475903,0.019807126
"(30.8, -9.5, 11)",5,0.14669769,0.03944396
"(30.8, -9.450012, 1)",1,0.14141686,0.0
"(30.8, -9.450012, 2)",5,0.17920682,0.04205357
"(30.8, -9.450012, 4)",5,0.16809702,0.020220505
"(30.8, -9.450012, 6)",5,0.14129792,0.017056912
"(30.8, -9.450012, 9)",5,0.12445893,0.017869307
"(30.8, -9.450012, 11)",5,0.14642267,0.03736986
"(30.8, -9.400024, 1)",1,0.14361958,0.0
"(30.8, -9.400024, 2)",5,0.18027867,0.042404618
"(30.8, -9.400024, 4)",5,0.1695738,0.020917546
"(30.8, -9.400024, 6)",5,0.1416734,0.015438564
"(30.8, -9.400024, 9)",5,0.12426096,0.016019044
"(30.8, -9.400024, 11)",5,0.14633492,0.035429224
"(30.8, -9.349976, 1)",1,0.14482422,0.0
"(30.8, -9.349976, 2)",5,0.18120955,0.043218594
"(30.8, -9.349976, 4)",5,0.1710601,0.022234857
"(30.8, -9.349976, 6)",5,0.14181936,0.013469936
"(30.8, -9.349976, 9)",5,0.12328254,0.013937048
"(30.8, -9.349976, 11)",5,0.1456047,0.033207446
"(30.8, -9.299988, 1)",1,0.1455033,0.0
"(30.8, -9.299988, 2)",5,0.18191421,0.044356026
"(30.8, -9.299988, 4)",5,0.17255306,0.024127362
"(30.8, -9.299988, 6)",5,0.1419675,0.011737176
"(30.8, -9.299988, 9)",5,0.121807195,0.012040731
"(30.8, -9.299988, 11)",5,0.14445284,0.03121929
"(30.8, -9.25, 1)",1,0.14595826,0.0
"(30.8, -9.25, 2)",5,0.18206662,0.045450304
"(30.8, -9.25, 4)",5,0.17344078,0.02610124
"(30.8, -9.25, 6)",5,0.14216554,0.011689155
"(30.8, -9.25, 9)",5,0.120986745,0.010856907
"(30.8, -9.25, 11)",5,0.14387146,0.030699313
"(30.8, -9.200012, 1)",1,0.14495173,0.0
"(30.8, -9.200012, 2)",5,0.180796,0.045362536
"(30.8, -9.200012, 4)",5,0.1704897,0.025446057
"(30.8, -9.200012, 6)",5,0.14040287,0.01259088
"(30.8, -9.200012, 9)",5,0.12340015,0.011737783
"(30.8, -9.200012, 11)",5,0.14627478,0.032435175
"(30.8, -9.150024, 1)",1,0.1429911,0.0
"(30.8, -9.150024, 2)",5,0.1773901,0.04496284
"(30.8, -9.150024, 4)",5,0.16759971,0.02725029
"(30.8, -9.150024, 6)",5,0.13717952,0.010944233
"(30.8, -9.150024, 9)",5,0.119170055,0.0054252525
"(30.8, -9.150024, 11)",5,0.1406543,0.025373844
"(30.8, -9.099976, 1)",1,0.1438151,0.0
"(30.8, -9.099976, 2)",5,0.17828867,0.045097664
"(30.8, -9.099976, 4)",5,0.16825788,0.027102737
"(30.8, -9.099976, 6)",5,0.13766238,0.010609397
"(30.8, -9.099976, 9)",5,0.1205294,0.005678064
"(30.8, -9.099976, 11)",5,0.14193161,0.025641805
"(30.8, -9.049988, 1)",1,0.14581655,0.0
"(30.8, -9.049988, 2)",5,0.18135877,0.046374205
"(30.8, -9.049988, 4)",5,0.17125264,0.027793705
"(30.8, -9.049988, 6)",5,0.13865428,0.009555809
"(30.8, -9.049988, 9)",5,0.12027621,0.00610917
"(30.8, -9.049988, 11)",5,0.14226308,0.024779486
"(30.8, -9.0, 1)",1,0.14393565,0.0
"(30.8, -9.0, 2)",5,0.18373257,0.049322415
"(30.8, -9.0, 4)",5,0.17433016,0.028359491
"(30.8, -9.0, 6)",5,0.13825998,0.008594529
"(30.8, -9.0, 9)",5,0.11809246,0.012315416
"(30.8, -9.0, 11)",5,0.1421807,0.029111402
"(30.8, -8.950012, 1)",1,0.15631296,0.0
"(30.8, -8.950012, 2)",5,0.19841483,0.052282527
"(30.8, -8.950012, 4)",5,0.18800363,0.030210208
"(30.8, -8.950012, 6)",5,0.14641722,0.00898222
"(30.8, -8.950012, 9)",5,0.120578095,0.011725201
"(30.8, -8.950012, 11)",5,0.14675188,0.028522322
"(30.8, -8.900024, 1)",1,0.17575736,0.0
"(30.8, -8.900024, 2)",5,0.21379836,0.05466446
"(30.8, -8.900024, 4)",5,0.20845458,0.03714592
"(30.8, -8.900024, 6)",5,0.1595662,0.01595145
"(30.8, -8.900024, 9)",5,0.118274316,0.0122959055
"(30.8, -8.900024, 11)",5,0.1443958,0.029009
"(30.8, -8.849976, 1)",1,0.20266628,0.0
"(30.8, -8.849976, 2)",5,0.21429019,0.040922854
"(30.8, -8.849976, 4)",5,0.22887507,0.0482273
"(30.8, -8.849976, 6)",5,0.17605057,0.026946673
"(30.8, -8.849976, 9)",5,0.1257781,0.01545184
"(30.8, -8.849976, 11)",5,0.14904723,0.025712103
"(30.8, -8.799988, 1)",1,0.17770034,0.0
"(30.8, -8.799988, 2)",5,0.21564813,0.05569643
"(30.8, -8.799988, 4)",5,0.21054843,0.036725387
"(30.8, -8.799988, 6)",5,0.15926452,0.015570615
"(30.8, -8.799988, 9)",5,0.11839827,0.012443684
"(30.8, -8.799988, 11)",5,0.14440696,0.02921339
"(30.8, -8.75, 1)",1,0.16424589,0.0
"(30.8, -8.75, 2)",5,0.20522061,0.054190345
"(30.8, -8.75, 4)",5,0.19720109,0.03265038
"(30.8, -8.75, 6)",5,0.149467,0.011011179
"(30.8, -8.75, 9)",5,0.11855855,0.010499124
"(30.8, -8.75, 11)",5,0.14501561,0.028620135
"(30.8, -8.700012, 1)",1,0.16158706,0.0
"(30.8, -8.700012, 2)",5,0.19882043,0.051357053
"(30.8, -8.700012, 4)",5,0.19131596,0.0303685
"(30.8, -8.700012, 6)",5,0.14613077,0.009518138
